# weight,point
0.0007346344905058,-0.9997137267734413
0.0017093926535176,-0.9984919506395957
0.0026839253715535,-0.9962951347331250
0.0036559612013264,-0.9931249370374435
0.0046244500634224,-0.9889843952429920
0.0055884280038653,-0.9838775407060570
0.0065469484508457,-0.9778093584869183
0.0074990732554648,-0.9707857757637063
0.0084438714696689,-0.9628136542558154
0.0093804196536947,-0.9539007829254919
0.0103078025748690,-0.9440558701362560
0.0112251140231858,-0.9332885350430796
0.0121314576629792,-0.9216092981453341
0.0130259478929715,-0.9090295709825297
0.0139077107037186,-0.8955616449707271
0.0147758845274412,-0.8812186793850184
0.0156296210775458,-0.8660146884971648
0.0164680861761450,-0.8499645278795914
0.0172904605683238,-0.8330838798884008
0.0180959407221280,-0.8153892383391763
0.0188837396133752,-0.7968978923903144
0.0196530874944358,-0.7776279096494955
0.0204032326462095,-0.7575981185197072
0.0211334421125275,-0.7368280898020207
0.0218430024162475,-0.7153381175730565
0.0225312202563362,-0.6931491993558020
0.0231974231852542,-0.6702830156031412
0.0238409602659681,-0.6467619085141295
0.0244612027079567,-0.6226088602037079
0.0250575444815798,-0.5978474702471788
0.0256294029102080,-0.5725019326213813
0.0261762192395457,-0.5465970120650941
0.0266974591835710,-0.5201580198817630
0.0271926134465771,-0.4932107892081910
0.0276611982207922,-0.4657816497733580
0.0281027556591010,-0.4378974021720317
0.0285168543223949,-0.4095852916783016
0.0289030896011250,-0.3808729816246300
0.0292610841106384,-0.3517885263724219
0.0295904880599128,-0.3223603439005291
0.0298909795933327,-0.2926171880384720
0.0301622651051695,-0.2625881203715037
0.0304040795264546,-0.2323024818449738
0.0306161865839807,-0.2017898640957362
0.0307983790311528,-0.1710800805386035
0.0309504788504905,-0.1402031372361140
0.0310723374275673,-0.1091892035800612
0.0311638356962097,-0.0780685828134368
0.0312248842548491,-0.0468716824215916
0.0312554234538633,-0.0156289844215431
0.0312554234538630,0.0156289844215430
0.0312248842548490,0.0468716824215917
0.0311638356962102,0.0780685828134368
0.0310723374275669,0.1091892035800612
0.0309504788504909,0.1402031372361142
0.0307983790311528,0.1710800805386035
0.0306161865839807,0.2017898640957362
0.0304040795264547,0.2323024818449740
0.0301622651051694,0.2625881203715036
0.0298909795933332,0.2926171880384719
0.0295904880599125,0.3223603439005292
0.0292610841106380,0.3517885263724218
0.0289030896011250,0.3808729816246301
0.0285168543223948,0.4095852916783018
0.0281027556591009,0.4378974021720317
0.0276611982207922,0.4657816497733583
0.0271926134465768,0.4932107892081911
0.0266974591835711,0.5201580198817631
0.0261762192395460,0.5465970120650943
0.0256294029102080,0.5725019326213814
0.0250575444815793,0.5978474702471788
0.0244612027079568,0.6226088602037080
0.0238409602659682,0.6467619085141292
0.0231974231852543,0.6702830156031412
0.0225312202563366,0.6931491993558020
0.0218430024162474,0.7153381175730564
0.0211334421125275,0.7368280898020207
0.0204032326462095,0.7575981185197074
0.0196530874944355,0.7776279096494956
0.0188837396133751,0.7968978923903145
0.0180959407221286,0.8153892383391763
0.0172904605683240,0.8330838798884007
0.0164680861761450,0.8499645278795911
0.0156296210775456,0.8660146884971646
0.0147758845274409,0.8812186793850185
0.0139077107037186,0.8955616449707271
0.0130259478929716,0.9090295709825297
0.0121314576629796,0.9216092981453341
0.0112251140231852,0.9332885350430795
0.0103078025748691,0.9440558701362561
0.0093804196536943,0.9539007829254920
0.0084438714696689,0.9628136542558158
0.0074990732554652,0.9707857757637063
0.0065469484508455,0.9778093584869185
0.0055884280038653,0.9838775407060570
0.0046244500634221,0.9889843952429919
0.0036559612013265,0.9931249370374435
0.0026839253715531,0.9962951347331250
0.0017093926535180,0.9984919506395958
0.0007346344905057,0.9997137267734415
