# weight,point
0.0000462637241773,-0.9999819727039625
0.0001076903810219,-0.9999050164693313
0.0001692013733655,-0.9997665712667109
0.0002307098554424,-0.9995666148626409
0.0002922057280352,-0.9993051557937032
0.0003536840961310,-0.9989822092480798
0.0004151408823339,-0.9985977947971758
0.0004765722050099,-0.9981519359718440
0.0005379742439463,-0.9976446601486404
0.0005993432027083,-0.9970759985107923
0.0006606752960773,-0.9964459860317573
0.0007219667453370,-0.9957546614667240
0.0007832137763841,-0.9950020673471963
0.0008444126189710,-0.9941882499768159
0.0009055595064454,-0.9933132594276648
0.0009666506757212,-0.9923771495366982
0.0010276823673656,-0.9913799779021415
0.0010886508257459,-0.9903218058797663
0.0011495522992129,-0.9892026985790009
0.0012103830403001,-0.9880227248588493
0.0012711393059341,-0.9867819573236031
0.0013318173576537,-0.9854804723183395
0.0013924134618300,-0.9841183499241993
0.0014529238898904,-0.9826956739534435
0.0015133449185458,-0.9812125319442814
0.0015736728300155,-0.9796690151554774
0.0016339039122538,-0.9780652185607274
0.0016940344591774,-0.9764012408428104
0.0017540607708936,-0.9746771843875129
0.0018139791539248,-0.9728931552773254
0.0018737859214364,-0.9710492632849131
0.0019334773934643,-0.9691456218663593
0.0019930498971388,-0.9671823481541838
0.0020524997669114,-0.9651595629501331
0.0021118233447820,-0.9630773907177476
0.0021710169805196,-0.9609359595747022
0.0022300770318903,-0.9587354012849222
0.0022889998648804,-0.9564758512504757
0.0023477818539194,-0.9541574485032415
0.0024064193821033,-0.9517803356963542
0.0024649088414175,-0.9493446590954261
0.0025232466329579,-0.9468505685695476
0.0025814291671532,-0.9442982175820648
0.0026394528639854,-0.9416877631811376
0.0026973141532096,-0.9390193659900746
0.0027550094745743,-0.9362931901974518
0.0028125352780403,-0.9335094035470082
0.0028698880239995,-0.9306681773273249
0.0029270641834909,-0.9277696863612855
0.0029840602384208,-0.9248141089953196
0.0030408726817758,-0.9218016270884277
0.0030974980178417,-0.9187324260009921
0.0031539327624164,-0.9156066945833715
0.0032101734430252,-0.9124246251642806
0.0032662165991349,-0.9091864135389557
0.0033220587823655,-0.9058922589571078
0.0033776965567027,-0.9025423641106624
0.0034331264987112,-0.8991369351212873
0.0034883451977420,-0.8956761815277103
0.0035433492561451,-0.8921603162728260
0.0035981352894780,-0.8885895556905923
0.0036526999267119,-0.8849641194927208
0.0037070398104419,-0.8812842307551567
0.0037611515970920,-0.8775501159043529
0.0038150319571211,-0.8737620047033380
0.0038686775752286,-0.8699201302375783
0.0039220851505565,-0.8660247289006368
0.0039752513968951,-0.8620760403796267
0.0040281730428833,-0.8580743076404637
0.0040808468322103,-0.8540197769129165
0.0041332695238160,-0.8499126976754554
0.0041854378920912,-0.8457533226399018
0.0042373487270753,-0.8415419077358792
0.0042889988346529,-0.8372787120950649
0.0043403850367529,-0.8329639980352463
0.0043915041715412,-0.8285980310441791
0.0044423530936173,-0.8241810797632527
0.0044929286742071,-0.8197134159709600
0.0045432278013552,-0.8151953145661748
0.0045932473801161,-0.8106270535512367
0.0046429843327466,-0.8060089140148456
0.0046924355988922,-0.8013411801147668
0.0047415981357775,-0.7966241390603456
0.0047904689183931,-0.7918580810948348
0.0048390449396810,-0.7870432994775370
0.0048873232107205,-0.7821800904657596
0.0049353007609109,-0.7772687532965854
0.0049829746381565,-0.7723095901684607
0.0050303419090456,-0.7673029062226010
0.0050773996590334,-0.7622490095242149
0.0051241449926182,-0.7571482110435493
0.0051705750335237,-0.7520008246367539
0.0052166869248726,-0.7468071670265714
0.0052624778293641,-0.7415675577828471
0.0053079449294475,-0.7362823193028672
0.0053530854274960,-0.7309517767915205
0.0053978965459802,-0.7255762582412882
0.0054423755276356,-0.7201560944120634
0.0054865196356358,-0.7146916188107980
0.0055303261537588,-0.7091831676709819
0.0055737923865554,-0.7036310799319551
0.0056169156595141,-0.6980356972180514
0.0056596933192255,-0.6923973638175789
0.0057021227335465,-0.6867164266616351
0.0057442012917623,-0.6809932353027607
0.0057859264047456,-0.6752281418934299
0.0058272955051172,-0.6694215011643836
0.0058683060474042,-0.6635736704028021
0.0059089555081953,-0.6576850094303208
0.0059492413862972,-0.6517558805808900
0.0059891612028877,-0.6457866486784805
0.0060287125016702,-0.6397776810146354
0.0060678928490206,-0.6337293473258712
0.0061066998341424,-0.6276420197709256
0.0061451310692104,-0.6215160729078608
