# weight,point
0.0045212770985338,-0.9982377097105591
0.0104982845311530,-0.9907262386994571
0.0164210583819073,-0.9772599499837744
0.0222458491941664,-0.9579168192137917
0.0279370069800237,-0.9328128082786767
0.0334601952825483,-0.9020988069688745
0.0387821679744718,-0.8659595032122599
0.0438709081856729,-0.8246122308333118
0.0486958076350725,-0.7783056514265194
0.0532278469839372,-0.7273182551899271
0.0574397690993912,-0.6719566846141793
0.0613062424929291,-0.6125538896679802
0.0648040134566012,-0.5494671250951283
0.0679120458152338,-0.4830758016861786
0.0706116473912871,-0.4137792043716049
0.0728865823958040,-0.3419940908257585
0.0747231690579682,-0.2681521850072536
0.0761103619006264,-0.1926975807013711
0.0770398181642477,-0.1160840706752552
0.0775059479784248,-0.0387724175060508
0.0775059479784244,0.0387724175060505
0.0770398181642478,0.1160840706752551
0.0761103619006262,0.1926975807013709
0.0747231690579682,0.2681521850072539
0.0728865823958046,0.3419940908257583
0.0706116473912871,0.4137792043716049
0.0679120458152335,0.4830758016861786
0.0648040134566006,0.5494671250951281
0.0613062424929291,0.6125538896679803
0.0574397690993915,0.6719566846141797
0.0532278469839360,0.7273182551899274
0.0486958076350720,0.7783056514265195
0.0438709081856734,0.8246122308333115
0.0387821679744720,0.8659595032122597
0.0334601952825478,0.9020988069688743
0.0279370069800235,0.9328128082786766
0.0222458491941670,0.9579168192137918
0.0164210583819074,0.9772599499837743
0.0104982845311530,0.9907262386994573
0.0045212770985335,0.9982377097105593
