rs=7.4, 
Re fxc, Im fxc 
-2.890386885280965e+01, 0.000000000000000e+00 
-2.890892384818533e+01, -5.218241991049303e-03 
-2.891754707559090e+01, -9.546210090640311e-03 
-2.893152265104132e+01, -1.208738600126242e-02 
-2.895114792720573e+01, -5.806108217974169e-03 
-2.899218259554950e+01, -4.202485273206440e-03 
-2.903529873257737e+01, -5.489724977990326e-03 
-2.908733544967998e+01, -7.513209891608794e-03 
-2.914591392550405e+01, -9.920577101109915e-03 
-2.921371033407202e+01, -1.328988019533635e-02 
-2.928834585403061e+01, -1.729165241686131e-02 
-2.937279401207141e+01, -2.247153591358926e-02 
-2.946408128150284e+01, -2.860265059895285e-02 
-2.956518118901648e+01, -3.612240224928311e-02 
-2.967341756058990e+01, -4.498648531687555e-02 
-2.979176392291468e+01, -5.544140516446194e-02 
-2.991665204396093e+01, -6.771017629391057e-02 
-3.005343427177349e+01, -8.176901049168887e-02 
-3.019913707966079e+01, -9.819179840927124e-02 
-3.035376046762282e+01, -1.165979286301358e-01 
-3.051433090896801e+01, -1.379924531760357e-01 
-3.068679545707950e+01, -1.615606257334787e-01 
-3.086818058526572e+01, -1.887921831749452e-01 
-3.106145982021826e+01, -2.183668796493747e-01 
-3.126365963524552e+01, -2.523037397803484e-01 
-3.147478003034753e+01, -2.887324152788640e-01 
-3.169482100552426e+01, -3.302993449004255e-01 
-3.192972961415888e+01, -3.744859515372667e-01 
-3.217058527617666e+01, -4.246790820910943e-01 
-3.242630857165232e+01, -4.776375924680891e-01 
-3.268797892051114e+01, -5.375541553033751e-01 
-3.296451690282784e+01, -6.004145095633230e-01 
-3.324997546521928e+01, -6.710952390221193e-01 
-3.355030166106860e+01, -7.448684362401564e-01 
-3.385657491030108e+01, -8.277108898675047e-01 
-3.418366284637460e+01, -9.137944875886725e-01 
-3.451372430913970e+01, -1.010047546595035e+00 
-3.486460045874585e+01, -1.109690426029796e+00 
-3.522142366173514e+01, -1.220930059561709e+00 
-3.559906155156548e+01, -1.335618984055853e+00 
-3.598264649477897e+01, -1.463450896526768e+00 
-3.639001965152509e+01, -1.594940246828324e+00 
-3.680333986165436e+01, -1.741029613185525e+00 
-3.722855417854993e+01, -1.892679474455976e+00 
-3.768647728905287e+01, -2.057323647368620e+00 
-3.814440039955579e+01, -2.229847666013945e+00 
-3.864692641043239e+01, -2.416852759647253e+00 
-3.914350536792583e+01, -2.612986580223702e+00 
-3.969955485925081e+01, -2.826396590878217e+00 
-4.025263082388422e+01, -3.058272202287429e+00 
-4.088004495580707e+01, -3.359193103475069e+00 
-4.148367087419729e+01, -3.670818700752388e+00 
-4.209324384597068e+01, -4.046077769229464e+00 
-4.269092271097774e+01, -4.425202422405592e+00 
-4.331238978951743e+01, -4.846551154602119e+00 
-4.392196276129082e+01, -5.275036350858433e+00 
-4.455829747328840e+01, -5.744556215458515e+00 
-4.517976455182809e+01, -6.224780776148277e+00 
-4.583394042397514e+01, -6.752284411234121e+00 
-4.646432808258956e+01, -7.291384800417116e+00 
-4.711850395473660e+01, -7.880440438018613e+00 
-4.775781219342576e+01, -8.480498124378947e+00 
-4.842685569903069e+01, -9.134376643856832e+00 
-4.907211099110300e+01, -9.793310158710399e+00 
-4.973818097001635e+01, -1.049863068995258e+01 
-5.038343626208866e+01, -1.121881885465264e+01 
-5.105545329438517e+01, -1.199550402649268e+01 
-5.170368211314906e+01, -1.277813625171586e+01 
-5.237867267213715e+01, -1.361072372535756e+01 
-5.302987501759262e+01, -1.446055765381040e+01 
-5.370486557658070e+01, -1.536094153602006e+01 
-5.432930618181197e+01, -1.625954130221477e+01 
-5.498942910734216e+01, -1.719649956273083e+01 
-5.561684323926502e+01, -1.817389778625234e+01 
