rs=3.2, 
Re fxc, Im fxc 
-2.172181882604626e+00, 0.000000000000000e+00 
-2.172404299794704e+00, -2.984727482259083e-04 
-2.172793529877342e+00, -5.681091077581328e-04 
-2.173293968555018e+00, -8.217759130427175e-04 
-2.174016824422774e+00, -1.014222386758182e-03 
-2.174850888885568e+00, -1.031570927584309e-03 
-2.176018579133480e+00, -5.517392025683516e-04 
-2.178353959629305e+00, -2.839878287220428e-04 
-2.180633735827610e+00, -3.451525559936437e-04 
-2.183135929215994e+00, -4.139851158932025e-04 
-2.186027352687015e+00, -5.212624870978385e-04 
-2.189141193348115e+00, -6.350566819717760e-04 
-2.192477451199293e+00, -7.655599682503643e-04 
-2.196258543430628e+00, -9.476084383296565e-04 
-2.200317657149562e+00, -1.140277329235199e-03 
-2.204654792356094e+00, -1.361971663445993e-03 
-2.209381157645263e+00, -1.648611817159722e-03 
-2.214441148719549e+00, -1.950987987071509e-03 
-2.219723556983915e+00, -2.299182098139476e-03 
-2.225450799628438e+00, -2.726167498792770e-03 
-2.231511668058078e+00, -3.175227805561360e-03 
-2.237850557975317e+00, -3.692069751006388e-03 
-2.244689886570232e+00, -4.302104499094327e-03 
-2.251862840950265e+00, -4.941998754950311e-03 
-2.259258212520377e+00, -5.677754819730150e-03 
-2.267209627065685e+00, -6.521828056078241e-03 
-2.275550271693631e+00, -7.405936386640472e-03 
-2.284113333511655e+00, -8.420158773398655e-03 
-2.293288042602395e+00, -9.561715001476805e-03 
-2.302796377478253e+00, -1.075387114029783e-02 
-2.312582733841709e+00, -1.211895664440492e-02 
-2.323036341775401e+00, -1.363306166586464e-02 
-2.333879179791730e+00, -1.521166767244714e-02 
-2.345000039295658e+00, -1.701102274018260e-02 
-2.356843754667341e+00, -1.897774674345216e-02 
-2.369021095824141e+00, -2.102342884919961e-02 
-2.381532062766059e+00, -2.334379618469407e-02 
-2.394821489873252e+00, -2.584598957307774e-02 
-2.408555751360603e+00, -2.844493443914558e-02 
-2.422512430038032e+00, -3.137806113330644e-02 
-2.437414381773295e+00, -3.450858308366202e-02 
-2.452761167888715e+00, -3.775476197285843e-02 
-2.468385975491732e+00, -4.140518410502261e-02 
-2.485067264747624e+00, -4.527023882561258e-02 
-2.502248992681192e+00, -4.927319220405127e-02 
-2.519708742102357e+00, -5.375990297091079e-02 
-2.538502994663995e+00, -5.848460013115436e-02 
-2.557853290200828e+00, -6.337221788313047e-02 
-2.577537211522780e+00, -6.888260376732651e-02 
-2.599222887555439e+00, -7.472661543664037e-02 
-2.621464606563293e+00, -8.076524214727296e-02 
-2.643928742761227e+00, -8.828850360167988e-02 
-2.668950676645064e+00, -9.718519120482182e-02 
-2.694584257801616e+00, -1.063877024443218e-01 
-2.719328170197855e+00, -1.168857938160293e-01 
-2.745684607222163e+00, -1.298026721298410e-01 
-2.772763900114226e+00, -1.431532639643059e-01 
-2.798731107055897e+00, -1.571043822119828e-01 
-2.825532378460362e+00, -1.733074745092051e-01 
-2.852945297137543e+00, -1.900276867733600e-01 
-2.879412942756890e+00, -2.073206233019671e-01 
-2.906269818458875e+00, -2.264151390702105e-01 
-2.933738341433576e+00, -2.460990603921621e-01 
-2.960762030028119e+00, -2.662444973835266e-01 
-2.988452970192899e+00, -2.875631850525555e-01 
-3.016644349035355e+00, -3.095157617133082e-01 
-3.044112872010055e+00, -3.319520957624819e-01 
-3.072359855150031e+00, -3.550167583736273e-01 
-3.101051672670164e+00, -3.787264308360007e-01 
-3.129409864405179e+00, -4.040653092156993e-01 
-3.159380580768263e+00, -4.298212198267952e-01 
-3.190296570189182e+00, -4.562721841568866e-01 
-3.219878056469629e+00, -4.838074322886110e-01 
-3.251961736138460e+00, -5.106476267013398e-01 
-3.283489372832094e+00, -5.393950485189921e-01 
-3.314071736467894e+00, -5.705556968489969e-01 
-3.346878272004480e+00, -6.017497077575132e-01 
-3.381186123574096e+00, -6.338333874263439e-01 
-3.415605183738752e+00, -6.666955272604496e-01 
-3.452248415804192e+00, -7.011701917226244e-01 
-3.490837798282821e+00, -7.362565034575156e-01 
-3.528259490513537e+00, -7.719544624651227e-01 
