rs=2.6, 
Re fxc, Im fxc 
-1.149202470599962e+00, 0.000000000000000e+00 
-1.149312593173566e+00, -1.446056221510043e-04 
-1.149496130796238e+00, -2.787973195915857e-04 
-1.149753083467979e+00, -4.127761133898673e-04 
-1.150046743664255e+00, -5.237062525329690e-04 
-1.150450526434134e+00, -5.807130381349667e-04 
-1.150891016728547e+00, -5.096472706362754e-04 
-1.151735289792839e+00, -1.253415132753260e-04 
-1.152873223053407e+00, -1.553352315724234e-04 
-1.154047863838509e+00, -1.861989182009873e-04 
-1.155295919672681e+00, -2.215042152982193e-04 
-1.156727513129524e+00, -2.752513727215581e-04 
-1.158269229159971e+00, -3.322067677892075e-04 
-1.159957775288556e+00, -3.924401447977832e-04 
-1.161756443990744e+00, -4.803179585332516e-04 
-1.163738650315604e+00, -5.758309373718852e-04 
-1.165830979214067e+00, -6.765930922189448e-04 
-1.168070138210669e+00, -8.061706538255460e-04 
-1.170529542354477e+00, -9.548728357145949e-04 
-1.173062361547354e+00, -1.111393720329481e-03 
-1.175742010838368e+00, -1.294931343001721e-03 
-1.178641905276590e+00, -1.514368924668651e-03 
-1.181688629812949e+00, -1.744745348646846e-03 
-1.184882184447446e+00, -1.986244152558979e-03 
-1.188259276704615e+00, -2.307691944907140e-03 
-1.191819906584457e+00, -2.633618055248503e-03 
-1.195490659037901e+00, -2.974630958173525e-03 
-1.199381656638553e+00, -3.398309206350123e-03 
-1.203492899386411e+00, -3.846214420719457e-03 
-1.207750972232407e+00, -4.313868283288324e-03 
-1.212119167652006e+00, -4.862278699832977e-03 
-1.216817730792416e+00, -5.465016252688613e-03 
-1.221663124030963e+00, -6.093081997473017e-03 
-1.226618639843113e+00, -6.791993264608906e-03 
-1.231941230900608e+00, -7.589280697497116e-03 
-1.237447359580775e+00, -8.419237827220984e-03 
-1.243137025883615e+00, -9.281864653780513e-03 
-1.249010229809126e+00, -1.033390230693779e-02 
-1.255213801455448e+00, -1.140796447481574e-02 
-1.261600910724442e+00, -1.252313907017227e-02 
-1.268098142567039e+00, -1.381854761099294e-02 
-1.275072572228584e+00, -1.518259922269302e-02 
-1.282230539512802e+00, -1.659694014300530e-02 
-1.289461921846088e+00, -1.817279417126915e-02 
-1.297317332096460e+00, -1.987895991163029e-02 
-1.305356279969504e+00, -2.164569306747327e-02 
-1.313652180514289e+00, -2.347372778928878e-02 
-1.322241741255350e+00, -2.566039502580585e-02 
-1.331381914864428e+00, -2.785366961673911e-02 
-1.340779041145246e+00, -3.012109340723196e-02 
-1.350469827622341e+00, -3.295050939834721e-02 
-1.361151717261865e+00, -3.607725633819149e-02 
-1.372127267097665e+00, -3.931008802394032e-02 
-1.382809156737189e+00, -4.286337639887489e-02 
-1.394445442014609e+00, -4.762801308344623e-02 
-1.406412095012839e+00, -5.255783362842260e-02 
-1.418635700682810e+00, -5.764549652889708e-02 
-1.430235278435696e+00, -6.358110324611731e-02 
-1.442569006679270e+00, -7.008200584116805e-02 
-1.455196395119120e+00, -7.679214132606514e-02 
-1.467420000789092e+00, -8.392441334310838e-02 
-1.480047389228942e+00, -9.185323864254913e-02 
-1.492968437865068e+00, -1.000280043563707e-01 
-1.505669241353986e+00, -1.084046614551317e-01 
-1.518590289990112e+00, -1.174971152823145e-01 
-1.531804998822514e+00, -1.268575340385987e-01 
-1.544836170032242e+00, -1.365593327730533e-01 
-1.557977463815575e+00, -1.467456708313626e-01 
-1.571595955417855e+00, -1.572183275810406e-01 
-1.585251154544670e+00, -1.677754116371478e-01 
-1.598686108524278e+00, -1.790225971545027e-01 
-1.612488137749230e+00, -1.904606617994367e-01 
-1.626657242219527e+00, -2.023355459863306e-01 
-1.640863054214359e+00, -2.149225561491928e-01 
-1.655582771552672e+00, -2.275682983513101e-01 
-1.670632856611796e+00, -2.405333960168772e-01 
-1.685719649195454e+00, -2.539977160161127e-01 
-1.701467177220732e+00, -2.677703792214375e-01 
-1.717691903064958e+00, -2.818256903656777e-01 
-1.734467241777201e+00, -2.962774427748898e-01 
-1.751352703063047e+00, -3.114046136355358e-01 
-1.769339390084926e+00, -3.268107616826437e-01 
-1.788096935122029e+00, -3.425509482030149e-01 
-1.807111432830873e+00, -3.589188333929253e-01 
-1.827704354094698e+00, -3.760685888554194e-01 
-1.849435208619092e+00, -3.935780780583510e-01 
-1.871349600766157e+00, -4.108673221140761e-01 
-1.895613274483427e+00, -4.298451122983856e-01 
-1.921822447001023e+00, -4.490798551544364e-01 
-1.950270778515220e+00, -4.684981356331593e-01 
-1.979967165863589e+00, -4.877328784892100e-01 
-2.014031748631556e+00, -5.085093373757076e-01 
-2.052611356917261e+00, -5.294693338848774e-01 
-2.096073065966047e+00, -5.496217648542894e-01 
-2.147206647642534e+00, -5.706184688879936e-01 
-2.208141138369717e+00, -5.926429836086624e-01 
-2.283942176533352e+00, -6.138966403141077e-01 
-2.382024682089397e+00, -6.366185980009310e-01 
-2.519604484044508e+00, -6.595975083594954e-01 
-2.740473659168281e+00, -7.036098302762985e-01 
-3.173512326101164e+00, -9.940764719173852e-01 
-3.054286286413277e+00, -1.700402659009233e+00 
-2.712062035178619e+00, -2.000963869897293e+00 
-2.413996935958902e+00, -2.109397897372052e+00 
-2.172865207292113e+00, -2.145297856366742e+00 
-1.974387622134352e+00, -2.161045384392021e+00 
-1.846902389426215e+00, -2.185125520486618e+00 
-1.705101222149642e+00, -2.185566010781032e+00 
-1.534264402966321e+00, -2.161595997260037e+00 
-1.485002905041092e+00, -2.208471506090527e+00 
-1.305246157395901e+00, -2.142691622124797e+00 
-1.271622064922346e+00, -2.197752908926469e+00 
-1.086762971366866e+00, -2.117510260294165e+00 
-1.049798494160677e+00, -2.152602653749097e+00 
-9.508717155403400e-01, -2.107305568473589e+00 
-8.447135545867165e-01, -2.042590202719357e+00 
-8.473564963531968e-01, -2.095118670328152e+00 
-7.028389722610752e-01, -1.998504465753485e+00 
-6.435930276624762e-01, -1.959007169354419e+00 
-6.444740082513029e-01, -2.004891575022479e+00 
-5.851179410791004e-01, -1.946196243291897e+00 
-4.870721430475900e-01, -1.844589815380545e+00 
-4.979375703097866e-01, -1.843965787463459e+00 
-4.899720374858114e-01, -1.820729924433153e+00 
-4.326715916875382e-01, -1.799292730105036e+00 
-3.563382944181536e-01, -1.748930006443773e+00 
-3.507881167085450e-01, -1.716223602083580e+00 
-3.469191436226142e-01, -1.698273622586235e+00 
-3.269686040381418e-01, -1.670082243743779e+00 
-2.961966862209141e-01, -1.643616118554442e+00 
-2.648704847832162e-01, -1.614176683877815e+00 
-2.551503322864944e-01, -1.579084290422882e+00 
-2.447914688628731e-01, -1.557683803619299e+00 
-2.311215867262447e-01, -1.538375645714180e+00 
-2.172277886899562e-01, -1.515984055748167e+00 
-2.015830417333744e-01, -1.493702588355756e+00 
-1.918041571973975e-01, -1.471567951061485e+00 
-1.804615321162531e-01, -1.450938322273125e+00 
-1.694235794887446e-01, -1.431226381598126e+00 
-1.618728416920086e-01, -1.413056156953574e+00 
-1.514552462291323e-01, -1.394922639833557e+00 
-1.411991638742075e-01, -1.377523273204229e+00 
-1.350102752376996e-01, -1.361702330129882e+00 
-1.249414012579005e-01, -1.344963698942173e+00 
-1.154451646608388e-01, -1.328995925769688e+00 
-1.062829665370406e-01, -1.313762303087892e+00 
-1.007988623715941e-01, -1.299519783568527e+00 
-9.165868876251655e-02, -1.284689943656610e+00 
-8.294432243803862e-02, -1.270447424137244e+00 
-7.836689412859295e-02, -1.257783328172859e+00 
-6.961949103203401e-02, -1.243761053800700e+00 
-6.120979716119197e-02, -1.230326099821093e+00 
-5.740322686696972e-02, -1.219056889789017e+00 
-4.887606891761746e-02, -1.205695350858478e+00 
-4.078205975777169e-02, -1.192811009746886e+00 
-3.762888340026260e-02, -1.182826563073517e+00 
-2.943429562319244e-02, -1.169905514437391e+00 
-2.144673828449657e-02, -1.157461663620213e+00 
-1.390260784217682e-02, -1.145495010621983e+00 
-1.155883240065232e-02, -1.136024469292096e+00 
-8.417769526239606e-03, -1.129013332106016e+00 
-3.636651163152294e-03, -1.118111197319285e+00 
4.376271074996886e-03, -1.105850884124779e+00 
9.919474354943872e-03, -1.096013267549547e+00 
1.543110916379123e-02, -1.085845283253505e+00 
2.305819861155883e-02, -1.075053271040378e+00 
2.780081078140951e-02, -1.065032116842473e+00 
3.249680439510143e-02, -1.054643887399224e+00 
3.714434407640789e-02, -1.043961997759700e+00 
4.465103284370250e-02, -1.034197796233537e+00 
