rs=6.2, 
Re fxc, Im fxc 
-1.670200533198581e+01, 0.000000000000000e+00 
-1.670471886514562e+01, -2.830841285647764e-03 
-1.670910226486532e+01, -5.281370462281354e-03 
-1.671599046442486e+01, -7.019492817803322e-03 
-1.672475726386426e+01, -5.799655295806159e-03 
-1.674416946262294e+01, -2.125948864055632e-03 
-1.676650392786143e+01, -2.727100825614809e-03 
-1.679196939289969e+01, -3.617139702034368e-03 
-1.682160952433768e+01, -4.721965164719342e-03 
-1.685458938889544e+01, -6.182680937980148e-03 
-1.689237011981288e+01, -8.008262554576177e-03 
-1.693349058385008e+01, -1.023774314534478e-02 
-1.697941191424697e+01, -1.302725523363535e-02 
-1.702867297776362e+01, -1.625072389417645e-02 
-1.708336110759991e+01, -2.028032063650281e-02 
-1.714097150391600e+01, -2.475159708391918e-02 
-1.720442643319168e+01, -3.033312606034014e-02 
-1.727163856222712e+01, -3.622149301714028e-02 
-1.734323409098226e+01, -4.381729853142446e-02 
-1.741983921941706e+01, -5.169906869408923e-02 
-1.750041028093159e+01, -6.144065273782770e-02 
-1.758661714208573e+01, -7.172076874712960e-02 
-1.767658120299962e+01, -8.398385129629685e-02 
-1.777238979687312e+01, -9.711317712340527e-02 
-1.787195559050636e+01, -1.122880894863748e-01 
-1.797799211705916e+01, -1.287216637688588e-01 
-1.808715964341174e+01, -1.472070865868035e-01 
-1.820363283596383e+01, -1.674082972950317e-01 
-1.832302829499573e+01, -1.896258718743229e-01 
-1.845035562018708e+01, -2.140768929774625e-01 
-1.858018774521826e+01, -2.404816579556694e-01 
-1.871878666968885e+01, -2.697251960856836e-01 
-1.886218646051911e+01, -3.002211341356126e-01 
-1.900976091774909e+01, -3.354344452172214e-01 
-1.916526724113853e+01, -3.714826895787735e-01 
-1.932453076428772e+01, -4.122691803040038e-01 
-1.949235235355632e+01, -4.544750576051376e-01 
-1.966372240926468e+01, -5.015235479299427e-01 
-1.984511166433236e+01, -5.506176247906088e-01 
-2.002942318587985e+01, -6.044916946789504e-01 
-2.022479757338658e+01, -6.612045377190990e-01 
-2.042267676073314e+01, -7.226347537909275e-01 
-2.063370614723881e+01, -7.878012962905021e-01 
-2.084619666698438e+01, -8.574973518337693e-01 
-2.107371598576893e+01, -9.321195137287019e-01 
-2.130332263775334e+01, -1.010978962019347e+00 
-2.155171528853647e+01, -1.096121283241565e+00 
-2.180010793931960e+01, -1.185020804223528e+00 
-2.207563592170090e+01, -1.282499264656908e+00 
-2.235951323688161e+01, -1.383213091550069e+00 
-2.266217655086107e+01, -1.518639269556873e+00 
-2.298988786323881e+01, -1.661976440391139e+00 
-2.328628917761868e+01, -1.831447022887631e+00 
-2.360147649079728e+01, -2.021352597410734e+00 
-2.390413980477672e+01, -2.214869258369593e+00 
-2.421932711795532e+01, -2.427568511435149e+00 
-2.452616509833448e+01, -2.644651164220408e+00 
-2.484343974471293e+01, -2.880937282444362e+00 
-2.515653972469168e+01, -3.121189333748047e+00 
-2.548216370386957e+01, -3.380853583810414e+00 
-2.580152568344788e+01, -3.644066300312540e+00 
-2.613341166222534e+01, -3.928569815453220e+00 
-2.645694830820337e+01, -4.215995597073701e+00 
-2.679300895338055e+01, -4.530347976972354e+00 
-2.713324426495744e+01, -4.853675889630398e+00 
-2.746513024373491e+01, -5.181387202008144e+00 
-2.781580222131109e+01, -5.527049579904671e+00 
