rs=3.0, 
Re fxc, Im fxc 
-1.781835369931029e+00, 0.000000000000000e+00 
-1.782030853789496e+00, -2.423364522456662e-04 
-1.782324079577198e+00, -4.597535996331912e-04 
-1.782715047294132e+00, -6.698743120034177e-04 
-1.783301498869535e+00, -8.322725274252720e-04 
-1.783985692374171e+00, -8.750346214650320e-04 
-1.784816498772658e+00, -5.652415767587021e-04 
-1.786575853498865e+00, -2.260966307034809e-04 
-1.788384079189689e+00, -2.751581920823552e-04 
-1.790387788738981e+00, -3.266290920168412e-04 
-1.792586982146740e+00, -4.066357481911168e-04 
-1.795030530377583e+00, -4.970177101535536e-04 
-1.797669562466894e+00, -5.927070588733822e-04 
-1.800601820343906e+00, -7.285683405082769e-04 
-1.803778433044003e+00, -8.809968791482901e-04 
-1.807150529602567e+00, -1.042026707560872e-03 
-1.810815851948832e+00, -1.256277016441224e-03 
-1.814774400082798e+00, -1.495011678594627e-03 
-1.818928432075232e+00, -1.746452791548416e-03 
-1.823326818890750e+00, -2.066117771107353e-03 
-1.828116173423203e+00, -2.420090167827333e-03 
-1.833101011814124e+00, -2.791949337597085e-03 
-1.838330205028129e+00, -3.249137211587891e-03 
-1.843901494994452e+00, -3.753045727752423e-03 
-1.849766010748476e+00, -4.281047629473071e-03 
-1.855874881325585e+00, -4.913975492226137e-03 
-1.862374719619628e+00, -5.609409318724176e-03 
-1.869167783701373e+00, -6.336609272223181e-03 
-1.876156331641585e+00, -7.190385024079875e-03 
-1.883633589227966e+00, -8.129196254369921e-03 
-1.891355201637431e+00, -9.108570385291968e-03 
-1.899370039834598e+00, -1.023797837758780e-02 
-1.907873587677933e+00, -1.148174442708711e-02 
-1.916670361308969e+00, -1.277731369908029e-02 
-1.925662618798473e+00, -1.424442005687869e-02 
-1.935241327863379e+00, -1.585813930852769e-02 
-1.945162133680603e+00, -1.753636823347095e-02 
-1.955278423356295e+00, -1.940666004935851e-02 
-1.966078906536623e+00, -2.145924056326700e-02 
-1.977172615504652e+00, -2.359001462056247e-02 
-1.988412937366532e+00, -2.593386608358748e-02 
-2.000532936591516e+00, -2.850105785491159e-02 
-2.013043903533434e+00, -3.116305929759242e-02 
-2.025505999510735e+00, -3.405670911255721e-02 
-2.039140998638842e+00, -3.722892342583815e-02 
-2.053118094519266e+00, -4.051305224809172e-02 
-2.067535029081242e+00, -4.391153912754876e-02 
-2.082489544254004e+00, -4.793801790233256e-02 
-2.098372607754486e+00, -5.196449667711637e-02 
-2.114646638971903e+00, -5.612341576601188e-02 
-2.131898089481659e+00, -6.148944768094405e-02 
-2.150469056036068e+00, -6.698254410388008e-02 
-2.169528732236647e+00, -7.265646309589853e-02 
-2.188295182649524e+00, -8.035852711951701e-02 
-2.208674374894759e+00, -8.887184915577552e-02 
-2.229591147750779e+00, -9.767350988327356e-02 
-2.249579372279078e+00, -1.076138640863446e-01 
-2.270691628993565e+00, -1.189470407809965e-01 
-2.292292595354221e+00, -1.306467497102748e-01 
-2.313062755316390e+00, -1.430550876264977e-01 
-2.334419366853962e+00, -1.569197802883033e-01 
-2.356215817073085e+00, -1.712194245351991e-01 
-2.377376944752189e+00, -1.858611655344129e-01 
-2.398831298218995e+00, -2.015829548516596e-01 
-2.420725490367352e+00, -2.177739054292281e-01 
-2.442228714798774e+00, -2.346392753185094e-01 
-2.464367261770215e+00, -2.522572580628906e-01 
-2.486945647423209e+00, -2.703786117428255e-01 
-2.509426291146968e+00, -2.891450621557030e-01 
-2.532737741269214e+00, -3.083318028642856e-01 
-2.556782255860714e+00, -3.280414628942687e-01 
-2.579116286690623e+00, -3.488995905927482e-01 
-2.603209672246739e+00, -3.696013312044538e-01 
-2.627400799732089e+00, -3.911827491792629e-01 
-2.651640798182056e+00, -4.143231509253502e-01 
-2.676955957853594e+00, -4.375124236360544e-01 
-2.703199665852852e+00, -4.615520511310920e-01 
-2.729541115781344e+00, -4.859191140890627e-01 
-2.757446436577576e+00, -5.115812576093803e-01 
-2.786622402453847e+00, -5.376783527147883e-01 
-2.815065303860864e+00, -5.637754478201961e-01 
-2.845658527711024e+00, -5.923649621210642e-01 
-2.877913364358157e+00, -6.212965731742504e-01 
-2.910168201005291e+00, -6.492507649350991e-01 
-2.944915456847884e+00, -6.808214080775963e-01 
-2.981959648027471e+00, -7.128318899016451e-01 
-3.020127871393245e+00, -7.425943073533182e-01 
-3.061032868777564e+00, -7.764618858328081e-01 
-3.105603188508148e+00, -8.106715610646161e-01 
-3.154767378912718e+00, -8.452233330487422e-01 
-3.206570601406598e+00, -8.783578470589791e-01 
