# omega (eV), Re alpha(omega), Im alpha(omega)
2.469999999999999751,0.308272312491420342,-0.393612780799880879
2.479999999999999982,0.309325561854050413,-0.394425203220082066
2.489999999999999769,0.310376441651373958,-0.395235700553897173
2.500000000000000000,0.311424974324935655,-0.396044290169252855
2.509999999999999787,0.312471182231783551,-0.396850989136007137
2.520000000000000018,0.313515087641645429,-0.397655814230560845
2.529999999999999805,0.314556712734205546,-0.398458781940410678
2.540000000000000036,0.315596079596482781,-0.399259908468642677
2.549999999999999822,0.316633210220303996,-0.400059209738367783
2.560000000000000053,0.317668126499876025,-0.400856701397099280
2.569999999999999840,0.318700850229447274,-0.401652398821073064
2.579999999999999627,0.319731403101063127,-0.402446317119510621
2.589999999999999858,0.320759806702408556,-0.403238471138825272
2.599999999999999645,0.321786082514737559,-0.404028875466772852
2.609999999999999876,0.322810251910889134,-0.404817544436546495
2.619999999999999662,0.323832336153382805,-0.405604492130816396
2.629999999999999893,0.324852356392598851,-0.406389732385714519
2.639999999999999680,0.325870333665033374,-0.407173278794766447
2.649999999999999911,0.326886288891633292,-0.407955144712767226
2.659999999999999698,0.327900242876205950,-0.408735343259607309
2.669999999999999929,0.328912216303899996,-0.409513887324043091
2.679999999999999716,0.329922229739760264,-0.410290789567416325
2.689999999999999947,0.330930303627351263,-0.411066062427322576
2.699999999999999734,0.331936458287448277,-0.411839718121227660
2.709999999999999964,0.332940713916795639,-0.412611768650033905
2.719999999999999751,0.333943090586929336,-0.413382225801596503
2.729999999999999982,0.334943608243062241,-0.414151101154189738
2.739999999999999769,0.335942286703031279,-0.414918406079925473
2.750000000000000000,0.336939145656304340,-0.415684151748121511
2.759999999999999787,0.337934204663045468,-0.416448349128623330
2.770000000000000018,0.338927483153237119,-0.417211008995077071
2.779999999999999805,0.339919000425857099,-0.417972141928157848
2.790000000000000036,0.340908775648110451,-0.418731758318748815
2.799999999999999822,0.341896827854712926,-0.419489868371076546
2.810000000000000053,0.342883175947226115,-0.420246482105799568
2.819999999999999840,0.343867838693442063,-0.421001609363053919
2.829999999999999627,0.344850834726816657,-0.421755259805451976
2.839999999999999858,0.345832182545949829,-0.422507442921039589
2.849999999999999645,0.346811900514111149,-0.423258168026208803
2.859999999999999876,0.347790006858811673,-0.424007444268568123
2.869999999999999662,0.348766519671416642,-0.424755280629770193
2.879999999999999893,0.349741456906803194,-0.425501685928298845
2.889999999999999680,0.350714836383056394,-0.426246668822212904
2.899999999999999911,0.351686675781207436,-0.426990237811851692
2.909999999999999698,0.352656992645008271,-0.427732401242497562
2.919999999999999929,0.353625804380746367,-0.428473167307001856
2.929999999999999716,0.354593128257093659,-0.429212544048368394
2.939999999999999947,0.355558981404992924,-0.429950539362300543
2.949999999999999734,0.356523380817576785,-0.430687160999708940
2.959999999999999964,0.357486343350121971,-0.431422416569181844
2.969999999999999751,0.358447885720034942,-0.432156313539417802
2.979999999999999982,0.359408024506868928,-0.432888859241621793
2.989999999999999769,0.360366776152371893,-0.433620060871865554
3.000000000000000000,0.361324156960564580,-0.434349925493410116
3.009999999999999787,0.362280183097846153,-0.435078460038995751
3.020000000000000018,0.363234870593128423,-0.435805671313094778
3.029999999999999805,0.364188235337997102,-0.436531565994130288
3.040000000000000036,0.365140293086898715,-0.437256150636662178
3.049999999999999822,0.366091059457353096,-0.437979431673537478
3.060000000000000053,0.367040549930190640,-0.438701415418009832
3.069999999999999840,0.367988779849811931,-0.439422108065823935
3.080000000000000071,0.368935764424473289,-0.440141515697270447
3.089999999999999858,0.369881518726590475,-0.440859644279206431
3.099999999999999645,0.370826057693066591,-0.441576499667046096
3.109999999999999876,0.371769396125640805,-0.442292087606720119
3.119999999999999662,0.372711548691254890,-0.443006413736604931
3.129999999999999893,0.373652529922441301,-0.443719483589420982
3.139999999999999680,0.374592354217729351,-0.444431302594101518
3.149999999999999911,0.375531035842068150,-0.445141876077633725
3.159999999999999698,0.376468588927268810,-0.445851209266868276
3.169999999999999929,0.377405027472461796,-0.446559307290302909
3.179999999999999716,0.378340365344571827,-0.447266175179836245
3.189999999999999947,0.379274616278806598,-0.447971817872495015
3.199999999999999734,0.380207793879162537,-0.448676240212133537
3.209999999999999964,0.381139911618942784,-0.449379446951106709
3.219999999999999751,0.382070982841290652,-0.450081442751915528
3.229999999999999982,0.383001020759735966,-0.450782232188828014
3.239999999999999769,0.383930038458753564,-0.451481819749472879
3.250000000000000000,0.384858048894334837,-0.452180209836409164
3.259999999999999787,0.385785064894570207,-0.452877406768669555
3.270000000000000018,0.386711099160244376,-0.453573414783279949
3.279999999999999805,0.387636164265440231,-0.454268238036754979
3.290000000000000036,0.388560272658155015,-0.454961880606568281
3.299999999999999822,0.389483436660925275,-0.455654346492600615
3.310000000000000053,0.390405668471461575,-0.456345639618563781
3.319999999999999840,0.391326980163291871,-0.457035763833402164
3.330000000000000071,0.392247383686414874,-0.457724722912671522
3.339999999999999858,0.393166890867959085,-0.458412520559895231
3.349999999999999645,0.394085513412852639,-0.459099160407899498
3.359999999999999876,0.395003262904497332,-0.459784646020125309
3.369999999999999662,0.395920150805452620,-0.460468980891921731
3.379999999999999893,0.396836188458124184,-0.461152168451815447
3.389999999999999680,0.397751387085460262,-0.461834212062761207
3.399999999999999911,0.398665757791652309,-0.462515115023372392
3.409999999999999254,0.399579311562843154,-0.463194880569129497
3.420000000000000373,0.400492059267839318,-0.463873511873571343
3.429999999999999716,0.401404011658827276,-0.464551012049465140
3.439999999999999503,0.402315179372097265,-0.465227384149958068
3.449999999999999734,0.403225572928768983,-0.465902631169709924
3.459999999999999964,0.404135202735521559,-0.466576756046007124
3.470000000000000195,0.405044079085328690,-0.467249761659858376
3.479999999999999982,0.405952212158196157,-0.467921650837072378
3.489999999999999325,0.406859612021901740,-0.468592426349318136
3.499999999999999556,0.407766288632741114,-0.469262090915166907
3.509999999999999787,0.408672251836272149,-0.469930647201117935
3.520000000000000018,0.409577511368065916,-0.470598097822606642
3.529999999999999805,0.410482076854456646,-0.471264445344996286
3.540000000000000036,0.411385957813295289,-0.471929692284552671
3.550000000000000266,0.412289163654704804,-0.472593841109404111
3.560000000000000497,0.413191703681835776,-0.473256894240483728
3.569999999999999840,0.414093587091624804,-0.473918854052457372
3.579999999999999627,0.414994822975553013,-0.474579722874635290
3.589999999999999858,0.415895420320406328,-0.475239502991868512
3.600000000000000089,0.416795388009034873,-0.475898196645431149
3.610000000000000320,0.417694734821114411,-0.476555806033887308
3.619999999999999662,0.418593469433907961,-0.477212333313943082
3.629999999999999449,0.419491600423025857,-0.477867780601285319
3.639999999999999680,0.420389136263189023,-0.478522149971405519
3.649999999999999911,0.421286085328987703,-0.479175443460409911
3.660000000000000142,0.422182455895644237,-0.479827663065815813
3.669999999999999929,0.423078256139771958,-0.480478810747335561
3.679999999999999272,0.423973494140134910,-0.481128888427645729
3.690000000000000391,0.424868177878407471,-0.481777897993144411
3.699999999999999734,0.425762315239930300,-0.482425841294695235
3.709999999999999520,0.426655914014468729,-0.483072720148359058
3.719999999999999751,0.427548981896966329,-0.483718536336112448
3.729999999999999982,0.428441526488300806,-0.484363291606555280
3.740000000000000213,0.429333555296034286,-0.485006987675605239
3.750000000000000000,0.430225075735166107,-0.485649626227180775
3.759999999999999343,0.431116095128880550,-0.486291208913872230
3.769999999999999574,0.432006620709294575,-0.486931737357602312
3.779999999999999805,0.432896659618203283,-0.487571213150274463
3.790000000000000036,0.433786218907822374,-0.488209637854409517
3.799999999999999822,0.434675305541529833,-0.488847013003773700
3.810000000000000053,0.435563926394604617,-0.489483340103992526
3.819999999999999396,0.436452088254962622,-0.490118620633157975
3.830000000000000515,0.437339797823890930,-0.490752856042422081
3.839999999999999858,0.438227061716778776,-0.491386047756580790
3.849999999999999645,0.439113886463847192,-0.492018197174650063
3.859999999999999876,0.440000278510873755,-0.492649305670428916
3.870000000000000107,0.440886244219917234,-0.493279374593054543
3.880000000000000338,0.441771789870036846,-0.493908405267547201
3.889999999999999680,0.442656921658010460,-0.494536398995345683
3.899999999999999467,0.443541645699048692,-0.495163357054834552
3.909999999999999698,0.444425968027506280,-0.495789280701859514
3.919999999999999929,0.445309894597590350,-0.496414171170236396
3.930000000000000160,0.446193431284066189,-0.497038029672250525
3.939999999999999947,0.447076583882957790,-0.497660857399146506
3.949999999999999289,0.447959358112247408,-0.498282655521609719
3.960000000000000409,0.448841759612570668,-0.498903425190241612
3.969999999999999751,0.449723793947907291,-0.499523167536021773
3.979999999999999982,0.450605466606270932,-0.500141883670767284
3.989999999999999769,0.451486783000392744,-0.500759574687579700
4.000000000000000000,0.452367748468403219,-0.501376241661287025
4.009999999999999787,0.453248368274509816,-0.501991885648876313
4.019999999999999574,0.454128647609670699,-0.502606507689918325
4.030000000000000249,0.455008591592265477,-0.503220108806986532
4.040000000000000036,0.455888205268761615,-0.503832690006066231
4.049999999999999822,0.456767493614377906,-0.504444252276958438
4.059999999999999609,0.457646461533742721,-0.505054796593675137
4.070000000000000284,0.458525113861550260,-0.505664323914828295
4.080000000000000071,0.459403455363211699,-0.506272835184011449
4.089999999999999858,0.460281490735502896,-0.506880331330174405
4.099999999999999645,0.461159224607208595,-0.507486813267992276
4.109999999999999432,0.462036661539761917,-0.508092281898225862
4.120000000000000107,0.462913806027880903,-0.508696738108077029
4.129999999999999893,0.463790662500199791,-0.509300182771537546
4.139999999999999680,0.464667235319898508,-0.509902616749730808
4.149999999999999467,0.465543528785325122,-0.510504040891249122
4.160000000000000142,0.466419547130617840,-0.511104456032481447
4.169999999999999929,0.467295294526319793,-0.511703862997939019
4.179999999999999716,0.468170775079991774,-0.512302262600572877
4.189999999999999503,0.469045992836820635,-0.512899655642086172
4.200000000000000178,0.469920951780223140,-0.513496042913239914
4.209999999999999964,0.470795655832445759,-0.514091425194154072
4.219999999999999751,0.471670108855161363,-0.514685803254603558
4.229999999999999538,0.472544314650060748,-0.515279177854307213
4.240000000000000213,0.473418276959440720,-0.515871549743212143
4.250000000000000000,0.474291999466787462,-0.516462919661773268
4.259999999999999787,0.475165485797357456,-0.517053288341227435
4.269999999999999574,0.476038739518752030,-0.517642656503861875
4.280000000000000249,0.476911764141489503,-0.518231024863278544
4.290000000000000036,0.477784563119572847,-0.518818394124651916
4.299999999999999822,0.478657139851052960,-0.519404764984984557
4.309999999999999609,0.479529497678588656,-0.519990138133355706
4.320000000000000284,0.480401639890000842,-0.520574514251165188
4.330000000000000071,0.481273569718824457,-0.521157894012374223
4.339999999999999858,0.482145290344857036,-0.521740278083741127
4.349999999999999645,0.483016804894699225,-0.522321667125050904
4.360000000000000320,0.483888116442296345,-0.522902061789342953
4.370000000000000107,0.484759228009471965,-0.523481462723133117
4.379999999999999893,0.485630142566459588,-0.524059870566631170
4.389999999999999680,0.486500863032429953,-0.524637285953954424
4.399999999999999467,0.487371392276013116,-0.525213709513339011
4.410000000000000142,0.488241733115818477,-0.525789141867343379
4.419999999999999929,0.489111888320949317,-0.526363583633050913
4.429999999999999716,0.489981860611513165,-0.526937035422267441
4.439999999999999503,0.490851652659130389,-0.527509497841716191
4.450000000000000178,0.491721267087435965,-0.528080971493225859
4.459999999999999964,0.492590706472578799,-0.528651456973918910
4.469999999999999751,0.493459973343717384,-0.529220954876392646
4.479999999999999538,0.494329070183510244,-0.529789465788899516
4.490000000000000213,0.495197999428604541,-0.530356990295522635
4.500000000000000000,0.496066763470118077,-0.530923528976346537
4.509999999999999787,0.496935364654119416,-0.531489082407627378
4.519999999999999574,0.497803805282103939,-0.532053651161957686
4.530000000000000249,0.498672087611465087,-0.532617235808428235
4.540000000000000036,0.499540213855962145,-0.533179836912786587
4.549999999999999822,0.500408186186185433,-0.533741455037592960
4.559999999999999609,0.501276006730014601,-0.534302090742372671
4.570000000000000284,0.502143677573078318,-0.534861744583765342
4.580000000000000071,0.503011200759203359,-0.535420417115670566
4.589999999999999858,0.503878578290866463,-0.535978108889391902
4.599999999999999645,0.504745812129637872,-0.536534820453776984
4.610000000000000320,0.505612904196623747,-0.537090552355355300
4.620000000000000107,0.506479856372903603,-0.537645305138471308
4.629999999999999893,0.507346670499964070,-0.538199079345418330
4.639999999999999680,0.508213348380130880,-0.538751875516566114
4.649999999999999467,0.509079891776993088,-0.539303694190487293
4.660000000000000142,0.509946302415828834,-0.539854535904081612
4.669999999999999929,0.510812581984023351,-0.540404401192696615
4.679999999999999716,0.511678732131484959,-0.540953290590246438
4.689999999999999503,0.512544754471058628,-0.541501204629327271
4.700000000000000178,0.513410650578933314,-0.542048143841331265
4.709999999999999964,0.514276421995048194,-0.542594108756557336
4.719999999999999751,0.515142070223494342,-0.543139099904319966
4.729999999999999538,0.516007596732912632,-0.543683117813055894
4.740000000000000213,0.516873002956888761,-0.544226163010426811
4.750000000000000000,0.517738290294345149,-0.544768236023422392
4.759999999999999787,0.518603460109927750,-0.545309337378459436
4.769999999999999574,0.519468513734391513,-0.545849467601478344
4.780000000000000249,0.520333452464981527,-0.546388627218039269
4.790000000000000036,0.521198277565809831,-0.546926816753414480
4.799999999999999822,0.522062990268230775,-0.547464036732679293
4.809999999999999609,0.522927591771211842,-0.548000287680800890
4.820000000000000284,0.523792083241701567,-0.548535570122725247
4.830000000000000071,0.524656465814993367,-0.549069884583461842
4.839999999999999858,0.525520740595087577,-0.549603231588166818
4.849999999999999645,0.526384908655049166,-0.550135611662223134
4.860000000000000320,0.527248971037362457,-0.550667025331320836
4.870000000000000107,0.528112928754282729,-0.551197473121532666
4.879999999999999893,0.528976782788184385,-0.551726955559391219
4.889999999999999680,0.529840534091906457,-0.552255473171961220
4.899999999999999467,0.530704183589095213,-0.552783026486912243
4.910000000000000142,0.531567732174542340,-0.553309616032587659
4.919999999999999929,0.532431180714520558,-0.553835242338074685
4.929999999999999716,0.533294530047117910,-0.554359905933269781
4.939999999999999503,0.534157780982565833,-0.554883607348944263
4.950000000000000178,0.535020934303567897,-0.555406347116807808
4.959999999999999964,0.535883990765620877,-0.555928125769570514
4.969999999999999751,0.536746951097338498,-0.556448943841002963
