# omega (a.u.), Re alpha(w), Im alpha(w)
0.010000000000000000,0.000005931199127183,-0.000870766352437081
0.060000000000000005,0.000213263709592561,-0.005218152662181177
0.110000000000000001,0.000714695982845618,-0.009538078227213217
0.160000000000000031,0.001505069827188055,-0.013808325805517186
0.210000000000000020,0.002576381191104859,-0.018007811390058918
0.260000000000000009,0.003918022614862409,-0.022117006656269401
0.310000000000000053,0.005517090724387600,-0.026118272157502644
0.360000000000000042,0.007358739413800661,-0.029996091570781879
0.410000000000000031,0.009426558482979524,-0.033737207035258281
0.460000000000000020,0.011702958551258516,-0.037330663545131530
0.510000000000000009,0.014169545612937645,-0.040767775687765732
0.560000000000000053,0.016807472062140130,-0.044042032659209362
0.610000000000000098,0.019597754819211402,-0.047148957846436107
0.660000000000000031,0.022521554857370788,-0.050085937998456453
0.710000000000000075,0.025560415621302016,-0.052852034813105180
0.760000000000000009,0.028696460368866548,-0.055447789227820420
0.810000000000000053,0.031912550307734482,-0.057875026230655754
0.860000000000000098,0.035192406592230101,-0.060136665835789159
0.910000000000000031,0.038520699900373226,-0.062236544089469208
0.960000000000000075,0.041883111556623082,-0.064179246588351446
1.010000000000000009,0.045266370127956021,-0.065969955953343332
1.060000000000000053,0.048658267206641570,-0.067614313940961110
1.110000000000000098,0.052047655784614032,-0.069118298324493579
1.160000000000000142,0.055424434279088913,-0.070488114283171324
1.210000000000000187,0.058779518923251978,-0.071730099756483340
1.260000000000000009,0.062104806909435005,-0.072850644022408567
1.310000000000000053,0.065393132373956081,-0.073856118621897476
1.360000000000000098,0.068638217044568184,-0.074752819663505957
1.410000000000000142,0.071834617131344480,-0.075546920492068889
1.460000000000000187,0.074977667826437111,-0.076244433686716948
1.510000000000000009,0.078063426583918002,-0.076851181360810247
1.560000000000000053,0.081088616174782233,-0.077372772764671763
1.610000000000000098,0.084050568351878227,-0.077814588236968227
1.660000000000000142,0.086947168813464551,-0.078181768608147503
1.710000000000000187,0.089776804021323861,-0.078479209225778765
1.760000000000000009,0.092538310309338442,-0.078711557843612362
1.810000000000000053,0.095230925610813352,-0.078883215690773445
1.860000000000000098,0.097854244037367366,-0.078998341112284265
1.910000000000000142,0.100408173458599467,-0.079060855245106004
1.960000000000000187,0.102892896159591837,-0.079074449263588725
2.009999999999999787,0.105308832592110616,-0.079042592793523575
2.060000000000000053,0.107656608184467401,-0.078968543154182808
2.109999999999999876,0.109937023133648532,-0.078855355142402217
2.159999999999999698,0.112151025070671720,-0.078705891121756535
2.209999999999999964,0.114299684465279897,-0.078522831223254833
2.259999999999999787,0.116384172618130444,-0.078308683501940549
2.310000000000000053,0.118405742076657258,-0.078065793926636318
2.359999999999999876,0.120365709303898241,-0.077796356108204082
2.410000000000000142,0.122265439426959693,-0.077502420695523641
