# gx (bohr),gy,gz,Re n(g_vec) (1/bohr**3), Im n(g_vec)
-5.500633222184587723e+00,-9.167722036974312871e+00,9.167722036974312871e+00,-7.885588060792199458e-07,-5.140685900181053159e-17
-4.889451753052965977e+00,-8.556540567842692013e+00,8.556540567842692013e+00,1.191098387676662319e-06,2.136542157761811358e-16
-4.278270283921346007e+00,-7.945359098711071155e+00,7.945359098711071155e+00,8.864101481188779658e-07,1.492202171943225348e-16
-3.667088814789725149e+00,-7.334177629579450297e+00,7.334177629579450297e+00,-4.370484254495263178e-08,2.119535998434033355e-16
-3.055907345658104290e+00,-6.722996160447829439e+00,6.722996160447829439e+00,-8.426614672646250347e-07,-1.354907569371994346e-16
-2.444725876526482544e+00,-6.111814691316207693e+00,6.111814691316207693e+00,-1.047381803902779570e-05,-2.960109032879414258e-16
-1.833544407394862574e+00,-5.500633222184587723e+00,5.500633222184587723e+00,1.471895863861723726e-05,-1.449961909543969913e-16
-1.222362938263241716e+00,-4.889451753052966865e+00,4.889451753052966865e+00,-3.038760503338413385e-06,6.518112720528975046e-17
-6.111814691316208581e-01,-4.278270283921346007e+00,4.278270283921346007e+00,1.072157582370109752e-04,1.832755301623382395e-16
0.000000000000000000e+00,-3.667088814789725149e+00,3.667088814789725149e+00,3.239633184918298619e-05,2.066494125062060650e-16
6.111814691316208581e-01,-3.055907345658104290e+00,3.055907345658104290e+00,-5.413778549339218378e-04,1.991397683441006350e-17
1.222362938263241716e+00,-2.444725876526483432e+00,2.444725876526483432e+00,2.445340864035928149e-03,-9.771991224758863644e-17
2.444725876526483432e+00,-2.444725876526483432e+00,2.444725876526483432e+00,1.681260026071656512e-03,3.788272630539096024e-17
3.055907345658104290e+00,-1.833544407394862574e+00,1.833544407394862574e+00,9.227001986125188317e-04,2.505873923364049127e-16
3.667088814789725149e+00,-1.222362938263241716e+00,1.222362938263241716e+00,-6.861178086109061833e-04,1.748061233114882045e-16
4.278270283921346007e+00,-6.111814691316208581e-01,6.111814691316208581e-01,-1.187675036869424629e-03,1.070353781569026357e-16
4.889451753052966865e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.831653421082279040e-04,-3.708631036719159923e-16
5.500633222184587723e+00,6.111814691316208581e-01,-6.111814691316208581e-01,3.131582827127277663e-05,-7.170171893221101568e-17
6.111814691316208581e+00,1.222362938263241716e+00,-1.222362938263241716e+00,1.606016500785976788e-05,-9.905074841590721605e-17
6.722996160447828551e+00,1.833544407394861686e+00,-1.833544407394861686e+00,1.151417740400891799e-05,1.292391041733292323e-16
7.334177629579450297e+00,2.444725876526483432e+00,-2.444725876526483432e+00,1.592863995755926308e-05,2.256024300669152386e-16
7.945359098711071155e+00,3.055907345658104290e+00,-3.055907345658104290e+00,-7.310409579094943546e-06,7.504109360979456346e-17
8.556540567842692013e+00,3.667088814789725149e+00,-3.667088814789725149e+00,-9.900591373022241405e-08,-1.101624009083044043e-16
9.167722036974311095e+00,4.278270283921345118e+00,-4.278270283921345118e+00,-3.101957253048289301e-06,-1.924694121481235957e-16
9.778903506105933729e+00,4.889451753052966865e+00,-4.889451753052966865e+00,1.073641326178493311e-06,-5.514538192753697099e-17
1.039008497523755459e+01,5.500633222184587723e+00,-5.500633222184587723e+00,9.870504077116798698e-07,-3.801237469746747746e-17
1.100126644436917367e+01,6.111814691316206805e+00,-6.111814691316206805e+00,-5.080695335913959762e-10,2.326549135537012295e-16
1.161244791350079453e+01,6.722996160447827663e+00,-6.722996160447827663e+00,1.325870176705681416e-07,1.894115272408820709e-16
-4.889451753052966865e+00,-9.778903506105933729e+00,9.778903506105933729e+00,-7.330382474551602996e-07,2.651058528206032186e-16
-4.278270283921345118e+00,-9.167722036974311095e+00,9.167722036974311095e+00,-3.768534899734872305e-07,1.185640715194654725e-16
-3.667088814789725149e+00,-8.556540567842692013e+00,8.556540567842692013e+00,-1.311580595650733265e-09,-1.343127826649390648e-17
-3.055907345658104290e+00,-7.945359098711071155e+00,7.945359098711071155e+00,4.906070820205832977e-07,-3.009217637694828870e-16
-2.444725876526483432e+00,-7.334177629579450297e+00,7.334177629579450297e+00,4.506606089286761032e-06,-1.083285483148196477e-16
-1.833544407394861686e+00,-6.722996160447828551e+00,6.722996160447828551e+00,-3.803339617927900562e-06,1.379693517130815210e-17
-1.222362938263241716e+00,-6.111814691316208581e+00,6.111814691316208581e+00,3.841682241018442716e-07,1.582757581734953521e-16
-6.111814691316208581e-01,-5.500633222184587723e+00,5.500633222184587723e+00,-1.623438147688835808e-05,2.230955227602573255e-16
0.000000000000000000e+00,-4.889451753052966865e+00,4.889451753052966865e+00,1.726312946505790020e-05,7.568631094156791099e-17
6.111814691316208581e-01,-4.278270283921346007e+00,4.278270283921346007e+00,1.072157582372698420e-04,-1.616799741996639305e-16
1.222362938263241716e+00,-3.667088814789725149e+00,3.667088814789725149e+00,2.119240172270370432e-04,-2.169513944529490722e-16
1.833544407394862574e+00,-3.055907345658104290e+00,3.055907345658104290e+00,7.571783650243305930e-04,-1.418451507101120401e-16
3.055907345658104290e+00,-3.055907345658104290e+00,3.055907345658104290e+00,-4.168717556386753570e-04,2.775523838883993926e-16
3.667088814789725149e+00,-2.444725876526483432e+00,2.444725876526483432e+00,-4.912164347411742066e-04,-4.248542529084438661e-17
4.278270283921346007e+00,-1.833544407394862574e+00,1.833544407394862574e+00,-3.214221693523790441e-04,-1.466526612071185721e-16
4.889451753052966865e+00,-1.222362938263241716e+00,1.222362938263241716e+00,-4.375305068085247876e-05,-2.976667161079352848e-16
5.500633222184587723e+00,-6.111814691316208581e-01,6.111814691316208581e-01,3.131582827119087871e-05,-5.017459951691288255e-18
6.111814691316208581e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.328872830906298746e-14,3.712328910844664793e-17
6.722996160447829439e+00,6.111814691316208581e-01,-6.111814691316208581e-01,7.597336886374948089e-07,2.846962242514514261e-16
7.334177629579449409e+00,1.222362938263240828e+00,-1.222362938263240828e+00,2.932360702724589970e-05,1.717297957702073961e-16
7.945359098711071155e+00,1.833544407394862574e+00,-1.833544407394862574e+00,3.170334251584230602e-06,-1.383001597485838368e-16
8.556540567842692013e+00,2.444725876526483432e+00,-2.444725876526483432e+00,5.812302986439790655e-08,-7.689192452681682522e-17
9.167722036974312871e+00,3.055907345658104290e+00,-3.055907345658104290e+00,-6.021807116026599662e-07,-2.493569437538976446e-16
9.778903506105933729e+00,3.667088814789724260e+00,-3.667088814789724260e+00,-4.046129595323834243e-06,-5.370638636155717057e-17
1.039008497523755459e+01,4.278270283921346007e+00,-4.278270283921346007e+00,9.023837392712756638e-07,1.717917050161425747e-16
1.100126644436917545e+01,4.889451753052966865e+00,-4.889451753052966865e+00,-5.879553918832128837e-10,2.462849686951176878e-16
1.161244791350079453e+01,5.500633222184585946e+00,-5.500633222184585946e+00,7.392423243729107619e-07,3.254658238120011060e-17
1.222362938263241539e+01,6.111814691316206805e+00,-6.111814691316206805e+00,2.491585857660469538e-07,-1.173196787489833160e-16
-4.278270283921346007e+00,-1.039008497523755459e+01,1.039008497523755459e+01,1.813164227263991528e-07,-6.281450700235266290e-17
-3.667088814789724260e+00,-9.778903506105933729e+00,9.778903506105933729e+00,1.211660478777953865e-10,-1.326915647969780739e-16
-3.055907345658104290e+00,-9.167722036974312871e+00,9.167722036974312871e+00,-2.596614330824462106e-07,-1.815695943308552788e-16
-2.444725876526483432e+00,-8.556540567842692013e+00,8.556540567842692013e+00,-2.097321209496110990e-06,-7.612006336696692911e-17
-1.833544407394862574e+00,-7.945359098711071155e+00,7.945359098711071155e+00,1.678746001332854745e-06,1.208677383918968067e-16
-1.222362938263240828e+00,-7.334177629579449409e+00,7.334177629579449409e+00,5.638089122388761833e-08,1.771575924151051983e-16
-6.111814691316208581e-01,-6.722996160447829439e+00,6.722996160447829439e+00,5.458083126457194800e-06,1.161880889746931938e-16
0.000000000000000000e+00,-6.111814691316208581e+00,6.111814691316208581e+00,6.099123478411516148e-06,-9.300698038241018022e-17
6.111814691316208581e-01,-5.500633222184587723e+00,5.500633222184587723e+00,-1.623438147685761756e-05,-1.696787555966342681e-16
1.222362938263241716e+00,-4.889451753052966865e+00,4.889451753052966865e+00,-3.038760503280295490e-06,-1.725200990295670026e-16
1.833544407394862574e+00,-4.278270283921346007e+00,4.278270283921346007e+00,-2.629495556468601874e-05,2.218376207439897019e-17
2.444725876526483432e+00,-3.667088814789725149e+00,3.667088814789725149e+00,-1.826134450977069364e-04,1.949691044757221098e-16
3.667088814789725149e+00,-3.667088814789725149e+00,3.667088814789725149e+00,-7.868433204017953879e-05,-1.757741525918599053e-16
4.278270283921346007e+00,-3.055907345658104290e+00,3.055907345658104290e+00,7.054356903843898722e-06,-1.551091239750904202e-16
4.889451753052966865e+00,-2.444725876526483432e+00,2.444725876526483432e+00,1.215494995253616107e-04,-1.571035318070057701e-16
5.500633222184587723e+00,-1.833544407394862574e+00,1.833544407394862574e+00,9.931906702003892140e-05,1.264499565232079690e-16
6.111814691316208581e+00,-1.222362938263241716e+00,1.222362938263241716e+00,1.606016500799471716e-05,1.790770012767279787e-16
6.722996160447829439e+00,-6.111814691316208581e-01,6.111814691316208581e-01,7.597336887633220826e-07,1.749380958909336014e-16
7.334177629579450297e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.806516369947581902e-05,-3.135537617292852375e-17
7.945359098711070267e+00,6.111814691316199699e-01,-6.111814691316199699e-01,1.454619881068236326e-05,-1.780267931277821559e-16
8.556540567842692013e+00,1.222362938263241716e+00,-1.222362938263241716e+00,-8.484474208913362797e-08,-1.901936865811836450e-16
9.167722036974312871e+00,1.833544407394862574e+00,-1.833544407394862574e+00,5.322250747786541255e-06,-1.562052255836146312e-16
9.778903506105933729e+00,2.444725876526483432e+00,-2.444725876526483432e+00,-3.107924229478498693e-06,2.175948226183048005e-16
1.039008497523755281e+01,3.055907345658103402e+00,-3.055907345658103402e+00,-2.213908068448601496e-06,2.627444145190196234e-16
1.100126644436917545e+01,3.667088814789725149e+00,-3.667088814789725149e+00,6.362727472890918599e-09,8.061884907227538109e-17
1.161244791350079630e+01,4.278270283921346007e+00,-4.278270283921346007e+00,-7.532081905054567517e-07,-3.515010842005277636e-17
1.222362938263241539e+01,4.889451753052965088e+00,-4.889451753052965088e+00,1.094968086357405720e-06,-2.666541883042895844e-16
1.283481085176403624e+01,5.500633222184585946e+00,-5.500633222184585946e+00,1.326200097115818559e-07,-1.948350415012402738e-16
-3.055907345658103402e+00,-1.039008497523755281e+01,1.039008497523755281e+01,1.326183161031659510e-07,-1.347107758495495350e-16
-2.444725876526483432e+00,-9.778903506105933729e+00,9.778903506105933729e+00,1.094900529527854208e-06,3.599927002512264521e-17
-1.833544407394862574e+00,-9.167722036974312871e+00,9.167722036974312871e+00,-7.530649322676546742e-07,2.418283490822440826e-16
-1.222362938263241716e+00,-8.556540567842692013e+00,8.556540567842692013e+00,4.891944930345112370e-09,1.245360001025561860e-16
-6.111814691316199699e-01,-7.945359098711070267e+00,7.945359098711070267e+00,-2.215679041225414433e-06,6.059590622241926430e-17
0.000000000000000000e+00,-7.334177629579450297e+00,7.334177629579450297e+00,-3.089244479475523544e-06,-1.624159896833572395e-16
6.111814691316208581e-01,-6.722996160447829439e+00,6.722996160447829439e+00,5.458083126161214384e-06,-2.399127648181674949e-16
1.222362938263241716e+00,-6.111814691316208581e+00,6.111814691316208581e+00,3.841682240265860825e-07,-3.104077293207274803e-17
1.833544407394862574e+00,-5.500633222184587723e+00,5.500633222184587723e+00,1.471895863856282217e-05,1.310921270074133971e-16
2.444725876526483432e+00,-4.889451753052966865e+00,4.889451753052966865e+00,2.664483040190146487e-05,2.159083983264162404e-16
3.055907345658104290e+00,-4.278270283921346007e+00,4.278270283921346007e+00,-2.822092269651936634e-05,9.670859205824367853e-17
4.278270283921345118e+00,-4.278270283921345118e+00,4.278270283921345118e+00,-2.087544006317217408e-05,-6.308624783928298956e-17
4.889451753052965977e+00,-3.667088814789724260e+00,3.667088814789724260e+00,-1.655054904505887060e-05,-1.073196843245869383e-16
5.500633222184586835e+00,-3.055907345658103402e+00,3.055907345658103402e+00,-6.185142103860382531e-08,2.205926367488463694e-16
6.111814691316207693e+00,-2.444725876526482544e+00,2.444725876526482544e+00,-5.240271232531302556e-06,1.250160559892187842e-16
6.722996160447828551e+00,-1.833544407394861686e+00,1.833544407394861686e+00,1.151417740439137539e-05,8.644968530329043059e-17
7.334177629579449409e+00,-1.222362938263240828e+00,1.222362938263240828e+00,2.932360702726907113e-05,-1.255513733731509526e-16
7.945359098711070267e+00,-6.111814691316199699e-01,6.111814691316199699e-01,1.454619881057567099e-05,-2.063032173544297046e-16
8.556540567842690237e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.333919568610822363e-14,-1.166113377398349813e-16
9.167722036974311095e+00,6.111814691316217463e-01,-6.111814691316217463e-01,7.173206074063437686e-06,1.114333436918537852e-16
9.778903506105933729e+00,1.222362938263242604e+00,-1.222362938263242604e+00,1.881461229544613570e-06,2.462279674182022541e-16
1.039008497523755281e+01,1.833544407394863462e+00,-1.833544407394863462e+00,-3.259521063635043204e-06,1.326716943571908339e-16
1.100126644436917367e+01,2.444725876526483432e+00,-2.444725876526483432e+00,7.153880529130626761e-09,-5.819989470000146905e-17
1.161244791350079453e+01,3.055907345658105179e+00,-3.055907345658105179e+00,-1.511149936505859413e-06,-2.365398138966014944e-16
1.222362938263241716e+01,3.667088814789726037e+00,-3.667088814789726037e+00,-4.977584662447332550e-07,-2.100235472297840403e-16
1.283481085176403624e+01,4.278270283921345118e+00,-4.278270283921345118e+00,8.028163008530616084e-07,2.064758937162592462e-17
1.344599232089565533e+01,4.889451753052965977e+00,-4.889451753052965977e+00,-1.950103716254863670e-11,2.177762472362228065e-16
-1.833544407394863462e+00,-1.039008497523755281e+01,1.039008497523755281e+01,3.663144554790846572e-07,2.244494324484301730e-16
-1.222362938263242604e+00,-9.778903506105933729e+00,9.778903506105933729e+00,-3.260457109806806155e-10,6.411698788185813690e-17
-6.111814691316217463e-01,-9.167722036974311095e+00,9.167722036974311095e+00,9.874606333452147322e-07,-1.737841265140601265e-16
0.000000000000000000e+00,-8.556540567842690237e+00,8.556540567842690237e+00,1.545649654493475878e-06,-2.540725744212910331e-16
6.111814691316199699e-01,-7.945359098711070267e+00,7.945359098711070267e+00,-2.215679041652622277e-06,-1.358532828623877158e-16
1.222362938263240828e+00,-7.334177629579449409e+00,7.334177629579449409e+00,5.638089104321462380e-08,1.457121156018585867e-16
1.833544407394861686e+00,-6.722996160447828551e+00,6.722996160447828551e+00,-3.803339617677104694e-06,1.931918832788197125e-16
