# omega (a.u.), Re alpha(w), Im alpha(w)
0.000367493221756550,0.000000883411038247,-0.001195783262898414
0.029826604170621787,0.005808093264662650,-0.096816824107590280
0.059285715119487027,0.022817031225609668,-0.191069813671963962
0.088744826068352253,0.050648834911902724,-0.282661109535219168
0.118203937017217486,0.088694297723392337,-0.370406400799454083
0.147663047966082733,0.136142161949893065,-0.453273715060818816
0.177122158914947953,0.192015432790713092,-0.530414634650780092
0.206581269863813199,0.255212967327861640,-0.601182301624219595
0.236040380812678446,0.324553401657900087,-0.665136288254634667
0.265499491761543693,0.398818590600144629,-0.722035692287640085
0.294958602710408913,0.476794098858367821,-0.771822725241385510
0.324417713659274132,0.557304823724452891,-0.814599535614726755
0.353876824608139351,0.639244459703954160,-0.850601073162960519
0.383335935557004626,0.721598151458626380,-0.880166542944767594
0.412795046505869845,0.803458255712835134,-0.903711534244978520
0.442254157454735120,0.884033599891628663,-0.921702354097006071
0.471713268403600339,0.962652963079977719,-0.934633541399628398
0.501172379352465613,1.038763711545751089,-0.943009049213266004
0.530631490301330833,1.111926609756994644,-0.947327193606946061
0.560090601250196052,1.181807820878909565,-0.948069186901576821
0.589549712199061382,1.248169034173654213,-0.945690894009342253
0.619008823147926490,1.310856536019245455,-0.940617356082874334
0.648467934096791820,1.369789898574194309,-0.933239595634367092
0.677927045045657151,1.424950812892228802,-0.923913231936607349
0.707386155994522259,1.476372453950429708,-0.912958477903485499
0.736845266943387478,1.524129641374933453,-0.900661146464506790
0.766304377892252808,1.568329955579189416,-0.887274356093022631
0.795763488841118027,1.609105885630323307,-0.873020685258240614
0.825222599789983247,1.646608021511498210,-0.858094580363757409
0.854681710738848466,1.680999257437898020,-0.842664869329456612
0.884140821687713796,1.712449941809064846,-0.826877272790942919
0.913599932636578904,1.741133890388498529,-0.810856837175270573
0.943059043585444234,1.767225169675213481,-0.794710239372310778
0.972518154534309454,1.790895554753100694,-0.778527932281344870
1.001977265483174673,1.812312568128403134,-0.762386115148607990
1.031436376432040003,1.831638011538112787,-0.746348523254512841
1.060895487380905111,1.849026910142743008,-0.730468038993001278
1.090354598329770441,1.864626796937804309,-0.714788131424895723
1.119813709278635550,1.878577273931693048,-0.699344134575770160
1.149272820227500880,1.891009795163782981,-0.684164376566520627
1.178731931176365988,1.902047624665253789,-0.669271172491198274
1.208191042125231318,1.911805929814628380,-0.654681694086154398
1.237650153074096426,1.920391977121145288,-0.640408728891588397
1.267109264022961534,1.927905403258650452,-0.626461340958984203
1.296568374971826865,1.934438539190915796,-0.612845444329042421
1.326027485920692195,1.940076769524031297,-0.599564299583236093
1.355486596869557525,1.944898912856156237,-0.586618942820357980
1.384945707818422633,1.948977611939952448,-0.574008555469734616
1.414404818767287741,1.952379725000213062,-0.561730782452859345
1.443863929716153072,1.955166711628008258,-0.549782005361844295
1.473323040665018402,1.957395008367501132,-0.538157576545549854
1.502782151613883510,1.959116390481356218,-0.526852019286229933
1.532241262562748840,1.960378317477193377,-0.515859198611129499
1.561700373511614170,1.961224260846833101,-0.505172466712335733
1.591159484460479501,1.961694013151310978,-0.494784786440444491
1.620618595409344387,1.961823978111756794,-0.484688835888580860
1.650077706358209717,1.961647441767677913,-0.474877096687888411
1.679536817307075047,1.961194825064057401,-0.465341928288622309
1.708995928255940377,1.960493918446941652,-0.456075630197402659
1.738455039204805486,1.959570099200456550,-0.447070493876226882
1.767914150153670816,1.958446532360137438,-0.438318845778078836
1.797373261102535924,1.957144356099230098,-0.429813082793316703
1.826832372051401032,1.955682852515355119,-0.421545701206824275
1.856291483000266362,1.954079604751947530,-0.413509320114840873
1.885750593949131693,1.952350641378166607,-0.405696700119525855
1.915209704897997023,1.950510568927208421,-0.398100758006040167
1.944668815846862353,1.948572693459888594,-0.390714578008964253
1.974127926795727461,1.946549131981038627,-0.383531420190189265
2.003587037744592347,1.944450914492880322,-0.376544726377255168
2.033046148693457678,1.942288077423983461,-0.369748124047936999
2.062505259642323008,1.940069749126021037,-0.363135428492336709
2.091964370591188338,1.937804228084256453,-0.356700643536683959
2.121423481540053668,1.935499054442475053,-0.350437961072446735
2.150882592488918998,1.933161075399211892,-0.344341759599342323
2.180341703437783885,1.930796504990231588,-0.338406601960655862
2.209800814386649215,1.928410978732364667,-0.332627232423253316
2.239259925335514545,1.926009603566227968,-0.326998573232262613
2.268719036284379875,1.923597003500119973,-0.321515720751084644
2.298178147233245205,1.921177361324422739,-0.316173941280769866
2.327637258182110536,1.918754456735231928,-0.310968666638490099
2.357096369130975866,1.916331701177510727,-0.305895489562518663
2.386555480079840752,1.913912169691793563,-0.300950159000554163
2.416014591028706526,1.911498630024230483,-0.296128575329119126
2.445473701977571412,1.909093569237444887,-0.291426785543962119
2.474932812926436299,1.906699218039157095,-0.286840978454685147
2.504391923875302073,1.904317573026718113,-0.282367479911073971
2.533851034824166959,1.901950417028437146,-0.278002748083695961
2.563310145773032733,1.899599337706789015,-0.273743368817111199
2.592769256721897619,1.897265744574144319,-0.269586051070465849
2.622228367670762950,1.894950884558465498,-0.265527622457158885
2.651687478619628280,1.892655856244339851,-0.261565024892678299
2.681146589568493166,1.890381622903723580,-0.257695310357485108
2.710605700517358496,1.888129024420724500,-0.253915636779949605
2.740064811466223826,1.885898788205593535,-0.250223264042763849
2.769523922415089157,1.883691539184727981,-0.246615550114926418
2.798983033363954487,1.881507808945908966,-0.243089947310271587
2.828442144312819373,1.879348044111021743,-0.239643998672598613
2.857901255261684703,1.877212614002214064,-0.236275334486674732
2.887360366210550033,1.875101817661666503,-0.232981668913761153
