# omega (a.u.), Re alpha(w), Im alpha(w)
0.000367493221756550,0.000000239375830101,-0.000581389671019383
0.002207905167988250,0.000008640543788461,-0.003492984391911788
0.004048317114219949,0.000029048647729763,-0.006404518775493001
0.005888729060451649,0.000061463128239645,-0.009315942530501249
0.007729141006683348,0.000105883096813057,-0.012227205371407436
0.009569552952915049,0.000162307335906464,-0.015138257021020554
0.011409964899146748,0.000230734299009414,-0.018049047213092126
0.013250376845378447,0.000311162110736181,-0.020959525694919594
0.015090788791610148,0.000403588566938902,-0.023869642229948213
0.016931200737841847,0.000508011134833945,-0.026779346600371293
0.018771612684073548,0.000624426953155668,-0.029688588609728506
0.020612024630305245,0.000752832832321998,-0.032597318085501828
0.022452436576536946,0.000893225254626688,-0.035505484881709196
0.024292848522768647,0.001045600374443633,-0.038413038881495137
0.026133260469000344,0.001209954018456447,-0.041319929999718563
0.027973672415232041,0.001386281685903873,-0.044226108185537114
0.029814084361463745,0.001574578548845980,-0.047131523424987949
0.031654496307695443,0.001774839452450659,-0.050036125743564773
0.033494908253927147,0.001987058915294311,-0.052939865208790481
0.035335320200158844,0.002211231129689679,-0.055842691932785800
0.037175732146390542,0.002447349962026447,-0.058744556074832893
0.039016144092622246,0.002695408953132854,-0.061645407843934359
0.040856556038853936,0.002955401318657861,-0.064545197501366669
0.042696967985085640,0.003227319949470086,-0.067443875363228753
0.044537379931317345,0.003511157412077285,-0.070341391802984002
0.046377791877549042,0.003806905949064261,-0.073237697253997258
0.048218203823780746,0.004114557479550142,-0.076132742212064800
0.050058615770012437,0.004434103599664786,-0.079026477237938236
0.051899027716244141,0.004765535583042192,-0.081918852959841554
0.053739439662475845,0.005108844381334938,-0.084809820075981049
0.055579851608707535,0.005464020624745624,-0.087699329357048161
0.057420263554939240,0.005831054622577913,-0.090587331648714728
0.059260675501170937,0.006209936363807420,-0.093473777874120298
0.061101087447402641,0.006600655517669124,-0.096358619036351692
0.062941499393634345,0.007003201434260389,-0.099241806220914039
0.064781911339866036,0.007417563145172540,-0.102123290598193320
0.066622323286097740,0.007843729364129781,-0.105003023425910419
0.068462735232329444,0.008281688487651723,-0.107880956051565793
0.070303147178561134,0.008731428595734808,-0.110757039914874941
0.072143559124792839,0.009192937452547663,-0.113631226550194475
0.073983971071024529,0.009666202507149627,-0.116503467588938495
0.075824383017256219,0.010151210894225068,-0.119373714761984662
0.077664794963487938,0.010647949434834011,-0.122241919902070353
0.079505206909719628,0.011156404637185466,-0.125108034946178198
0.081345618855951318,0.011676562697419216,-0.127972011937910912
0.083186030802183022,0.012208409500418566,-0.130833803029855394
0.085026442748414727,0.012751930620629723,-0.133693360485935109
0.086866854694646431,0.013307111322903124,-0.136550636683751808
0.088707266640878121,0.013873936563352684,-0.139405584116915254
0.090547678587109812,0.014452390990229068,-0.142258155397360669
0.092388090533341530,0.015042458944817193,-0.145108303257655086
0.094228502479573220,0.015644124462341352,-0.147955980553290567
0.096068914425804924,0.016257371272896035,-0.150801140264965272
0.097909326372036629,0.016882182802389584,-0.153643735500851836
0.099749738318268319,0.017518542173504507,-0.156483719498852369
